-rw-r--r--  1 user  staff  16363249 Aug 17 19:40 initramfs.cpio.gz
[   22.017844][T16595]  bad_page+0x12c/0x134
[   22.017845][T16595]  free_page_is_bad_report+0x68/0xc8
[   22.017845][T16595]  free_unref_page+0x6e8/0x6f4
[   22.017847][T16595]  __folio_put+0xa4/0xd4
[   22.017848][T16595]  anon_pipe_buf_release+0x68/0xc4
[   22.017848][T16595]  free_pipe_info+0x94/0xf4
[   22.017849][T16595]  pipe_release+0xf4/0x110
[   22.017849][T16595]  __fput+0xac/0x290
[   22.017850][T16595]  ____fput+0x14/0x24
[   22.017851][T16595]  task_work_run+0xc0/0xe4
[   22.017852][T16595]  do_exit+0x264/0xa6c
[   22.017853][T16595]  trace_android_vh_do_group_exit+0x0/0x84
[   22.017853][T16595]  get_signal+0x768/0x870
[   22.017854][T16595]  do_signal+0xdc/0x5e4
[   22.017855][T16595]  do_notify_resume+0x64/0x120
[   22.017856][T16595]  el0_interrupt+0x84/0xd4
[   22.017857][T16595]  __el0_irq_handler_common+0x18/0x28
[   22.017857][T16595]  el0t_64_irq_handler+0x10/0x1c
[   22.017858][T16595]  el0t_64_irq+0x1a8/0x1ac
[   22.017859][T16595] BUG: Bad page state in process e  pfn:42c2a
[   22.023491][T16595] page: refcount:0 mapcount:0 mapping:0000000000000000 index:0x0 pfn:0x42c2a
[   22.023838][T16595] head: order:0 mapcount:0 entire_mapcount:0 nr_pages_mapped:0 pincount:0
[   22.024185][T16595] flags: 0x40(head|zone=0|kasantag=0x0)
[   22.024409][T16595] page_type: f5(slab)
[   22.024569][T16595] raw: 0000000000000040 ffffff8002c03f00 dead000000000122 0000000000000000
[   22.024919][T16595] raw: 0000000000000000 0000000000100010 00000000f5000000 0000000000000000
[   22.025268][T16595] head: 0000000000000040 ffffff8002c03f00 dead000000000122 0000000000000000
[   22.025629][T16595] head: 0000000000000000 0000000000100010 00000000f5000000 0000000000000000
[   22.025973][T16595] head: 0000000000000000 0000000000000000 ffffffffffffffff 0000000000000000
[   22.026317][T16595] head: 0000000000000002 0000000000000000 00000000ffffffff 0000000000000000
[   22.026667][T16595] page dumped because: nonzero mapcount
[   22.026887][T16595] Modules linked in:
[   22.027041][T16595] CPU: 1 UID: 0 PID: 16595 Comm: e Tainted: G    B   W          6.12.23-android16-5-abA175FXXS3BZA5-4k #1 c6077d974cbca63cf225e74fc494b6eb46ef0256
[   22.027042][T16595] Tainted: [B]=BAD_PAGE, [W]=WARN
[   22.027042][T16595] Hardware name: linux,dummy-virt (DT)
[   22.027042][T16595] Call trace:
[   22.027042][T16595]  dump_backtrace+0xec/0x128
[   22.027044][T16595]  show_stack+0x18/0x28
[   22.027045][T16595]  dump_stack_lvl+0x40/0x88
[   22.027047][T16595]  dump_stack+0x18/0x24
[   22.027048][T16595]  bad_page+0x12c/0x134
[   22.027049][T16595]  free_page_is_bad_report+0x68/0xc8
[   22.027049][T16595]  free_unref_page+0x6e8/0x6f4
[   22.027050][T16595]  __folio_put+0xa4/0xd4
[   22.027051][T16595]  anon_pipe_buf_release+0x68/0xc4
[   22.027052][T16595]  free_pipe_info+0x94/0xf4
[   22.027052][T16595]  pipe_release+0xf4/0x110
[   22.027053][T16595]  __fput+0xac/0x290
[   22.027054][T16595]  ____fput+0x14/0x24
[   22.027054][T16595]  task_work_run+0xc0/0xe4
[   22.027056][T16595]  do_exit+0x264/0xa6c
[   22.027056][T16595]  trace_android_vh_do_group_exit+0x0/0x84
[   22.027063][T16595]  get_signal+0x768/0x870
[   22.027064][T16595]  do_signal+0xdc/0x5e4
[   22.027065][T16595]  do_notify_resume+0x64/0x120
[   22.027066][T16595]  el0_interrupt+0x84/0xd4
[   22.027067][T16595]  __el0_irq_handler_common+0x18/0x28
[   22.027067][T16595]  el0t_64_irq_handler+0x10/0x1c
[   22.027068][T16595]  el0t_64_irq+0x1a8/0x1ac
[   22.027069][T16595] BUG: Bad page state in process e  pfn:bfa3f
[   22.032632][T16595] page: refcount:0 mapcount:0 mapping:0000000000000000 index:0x0 pfn:0xbfa3f
[   22.032983][T16595] flags: 0x4000(reserved|zone=0|kasantag=0x0)
[   22.033226][T16595] raw: 0000000000004000 fffffffec1fe8fc8 fffffffec1fe8fc8 0000000000000000
[   22.033575][T16595] raw: 0000000000000000 0000000000000000 00000000ffffffff 0000000000000000
[   22.033920][T16595] page dumped because: PAGE_FLAGS_CHECK_AT_FREE flag(s) set
[   22.034219][T16595] Modules linked in:
[   22.034375][T16595] CPU: 1 UID: 0 PID: 16595 Comm: e Tainted: G    B   W          6.12.23-android16-5-abA175FXXS3BZA5-4k #1 c6077d974cbca63cf225e74fc494b6eb46ef0256
[   22.034376][T16595] Tainted: [B]=BAD_PAGE, [W]=WARN
[   22.034376][T16595] Hardware name: linux,dummy-virt (DT)
[   22.034376][T16595] Call trace:
[   22.034376][T16595]  dump_backtrace+0xec/0x128
[   22.034378][T16595]  show_stack+0x18/0x28
[   22.034379][T16595]  dump_stack_lvl+0x40/0x88
[   22.034381][T16595]  dump_stack+0x18/0x24
[   22.034382][T16595]  bad_page+0x12c/0x134
[   22.034382][T16595]  free_page_is_bad_report+0x68/0xc8
[   22.034383][T16595]  free_unref_page+0x6e8/0x6f4
[   22.034384][T16595]  __folio_put+0xa4/0xd4
[   22.034385][T16595]  anon_pipe_buf_release+0x68/0xc4
[   22.034385][T16595]  free_pipe_info+0x94/0xf4
[   22.034386][T16595]  pipe_release+0xf4/0x110
[   22.034386][T16595]  __fput+0xac/0x290
[   22.034387][T16595]  ____fput+0x14/0x24
[   22.034388][T16595]  task_work_run+0xc0/0xe4
[   22.034389][T16595]  do_exit+0x264/0xa6c
[   22.034390][T16595]  trace_android_vh_do_group_exit+0x0/0x84
[   22.034390][T16595]  get_signal+0x768/0x870
[   22.034391][T16595]  do_signal+0xdc/0x5e4
[   22.034392][T16595]  do_notify_resume+0x64/0x120
[   22.034393][T16595]  el0_interrupt+0x84/0xd4
[   22.034394][T16595]  __el0_irq_handler_common+0x18/0x28
[   22.034394][T16595]  el0t_64_irq_handler+0x10/0x1c
[   22.034395][T16595]  el0t_64_irq+0x1a8/0x1ac
[init] exploit exited status=0x0 (exit=0 sig=-1)
[init] marker check:
rooted
uid=0(root) gid=0(root) euid=0 egid=0 caps=unknown
fake_sh ran
18b98102-80ff-ffff-ad84-89ecd9722855
[init] E2E-DONE
[   22.044404][    T1] reboot: Power down
